amount,failure_reason,payment_method,customer_success_rate,customer_tenure_days,historical_payments,historical_failed_payments,historical_recovered_payments,historical_recovery_rate,days_since_last_success,previous_attempts,hours_since_failure,payment_hour,previous_recovery_attempts,previous_recovery_success,customer_recovery_history,intervention,recovered,recovered_amount
3394.32,insufficient_funds,card,0.714,658,16,4,4,1.0,28.58,0,18.65,19,2,1,0.5,request_alternative_payment,1,3394.32
3847.02,insufficient_funds,card,0.833,856,14,1,1,1.0,14.6,1,0.97,9,1,1,1.0,retry_now,1,3847.02
11152.28,network_error,netbanking,0.84,454,21,6,6,1.0,14.99,4,13.46,16,2,1,0.5,request_alternative_payment,1,11152.28
7690.07,card_declined,wallet,0.807,117,19,3,3,1.0,19.49,2,17.93,13,1,1,1.0,retry_later,1,7690.07
14575.71,insufficient_funds,card,0.868,532,18,4,4,1.0,8.34,1,34.24,6,2,1,0.5,request_card_update,1,14575.71
4418.65,card_declined,card,0.796,541,12,4,3,0.75,0.86,1,9.7,17,2,1,0.5,retry_later,1,4418.65
2865.33,card_declined,card,0.765,324,18,3,2,0.6666666666666666,46.55,1,35.03,8,2,2,1.0,retry_later,1,2865.33
4180.17,card_declined,upi,0.695,412,10,5,5,1.0,24.67,0,15.21,5,1,1,1.0,retry_now,1,4180.17
6070.47,insufficient_funds,card,0.88,612,23,1,1,1.0,48.49,3,29.96,15,0,0,0.0,retry_now,1,6070.47
5758.61,insufficient_funds,upi,0.843,341,15,3,3,1.0,111.85,1,11.44,2,2,1,0.5,retry_now,1,5758.61
2099.98,insufficient_funds,card,0.866,401,15,2,1,0.5,30.06,2,6.89,20,5,4,0.8,request_card_update,1,2099.98
5375.38,network_error,upi,0.683,470,21,6,4,0.6666666666666666,7.14,0,22.33,19,0,0,0.0,request_alternative_payment,1,5375.38
6001.57,network_error,wallet,0.905,615,15,3,3,1.0,26.91,0,29.83,17,1,1,1.0,request_alternative_payment,1,6001.57
37465.37,insufficient_funds,card,0.808,807,18,3,2,0.6666666666666666,75.49,3,11.67,11,2,2,1.0,request_alternative_payment,1,37465.37
22441.54,insufficient_funds,netbanking,0.892,563,15,0,0,0.0,7.05,1,34.13,10,3,3,1.0,retry_now,1,22441.54
2526.52,network_error,netbanking,0.564,1033,11,2,1,0.5,10.7,1,16.12,20,2,1,0.5,retry_now,1,2526.52
3973.04,insufficient_funds,card,0.765,356,16,1,0,0.0,20.91,1,47.63,5,2,1,0.5,request_alternative_payment,0,0.0
1550.67,card_declined,wallet,0.783,455,15,4,3,0.75,74.24,1,52.74,2,0,0,0.0,request_card_update,0,0.0
3117.0,card_declined,upi,0.923,444,13,0,0,0.0,11.17,1,14.35,11,0,0,0.0,request_card_update,0,0.0
6436.09,insufficient_funds,upi,0.854,156,28,6,5,0.8333333333333334,11.88,1,2.23,10,2,1,0.5,request_card_update,1,6436.09
13119.78,card_declined,upi,0.801,175,20,0,0,0.0,5.52,3,38.74,0,4,2,0.5,request_card_update,0,0.0
2790.36,insufficient_funds,card,0.66,218,12,4,3,0.75,0.5,0,8.57,9,1,1,1.0,retry_now,1,2790.36
2962.76,card_declined,card,0.507,242,13,4,2,0.5,49.86,0,33.42,3,2,1,0.5,request_alternative_payment,1,2962.76
897.27,insufficient_funds,card,0.967,256,14,0,0,0.0,2.88,2,9.08,11,1,1,1.0,request_alternative_payment,1,897.27
4389.89,card_declined,upi,0.622,126,20,9,8,0.8888888888888888,21.09,1,3.36,9,0,0,0.0,retry_now,0,0.0
2137.22,card_declined,wallet,0.834,825,26,2,1,0.5,25.54,1,0.47,21,1,1,1.0,retry_later,1,2137.22
3273.59,insufficient_funds,card,0.883,469,18,6,6,1.0,9.14,0,19.03,16,1,0,0.0,retry_now,1,3273.59
2479.23,card_declined,card,0.83,654,24,4,3,0.75,10.4,0,15.71,21,1,1,1.0,request_alternative_payment,1,2479.23
4636.82,network_error,card,0.438,385,23,8,2,0.25,2.65,3,15.81,22,2,1,0.5,retry_now,0,0.0
1225.39,expired_card,wallet,0.88,326,13,2,2,1.0,23.95,3,8.88,13,1,1,1.0,retry_now,1,1225.39
1546.2,insufficient_funds,card,0.606,781,17,6,4,0.6666666666666666,22.43,2,11.63,5,0,0,0.0,retry_now,0,0.0
27462.89,insufficient_funds,wallet,0.952,707,18,0,0,0.0,2.28,0,5.98,15,0,0,0.0,request_alternative_payment,1,27462.89
1785.15,insufficient_funds,card,0.706,298,23,6,5,0.8333333333333334,36.38,0,11.37,9,0,0,0.0,request_card_update,1,1785.15
2079.25,expired_card,card,0.908,289,12,0,0,0.0,40.0,2,43.86,4,0,0,0.0,retry_now,0,0.0
21735.98,card_declined,card,0.899,966,17,3,3,1.0,5.79,0,54.58,15,3,3,1.0,retry_now,1,21735.98
50000.0,insufficient_funds,upi,0.723,994,20,3,2,0.6666666666666666,21.75,0,32.61,3,0,0,0.0,retry_now,0,0.0
1958.51,network_error,card,0.696,127,23,7,4,0.5714285714285714,2.75,1,38.92,9,1,0,0.0,request_card_update,1,1958.51
3724.15,insufficient_funds,wallet,0.947,441,15,1,1,1.0,18.68,3,15.94,22,3,3,1.0,retry_now,1,3724.15
6571.11,card_declined,upi,0.871,284,13,0,0,0.0,22.66,1,31.33,21,2,2,1.0,retry_now,1,6571.11
19933.39,card_declined,card,0.817,341,15,1,1,1.0,21.92,0,24.93,12,0,0,0.0,request_card_update,1,19933.39
2270.39,card_declined,upi,0.647,443,17,8,5,0.625,43.46,4,57.91,9,1,0,0.0,request_card_update,0,0.0
4109.15,network_error,card,0.872,697,17,1,1,1.0,37.75,1,3.87,17,1,1,1.0,retry_later,1,4109.15
9312.04,insufficient_funds,upi,0.913,554,23,2,2,1.0,5.18,2,11.73,19,1,1,1.0,request_card_update,1,9312.04
7079.84,card_declined,netbanking,0.834,157,22,3,2,0.6666666666666666,14.07,1,1.42,4,1,1,1.0,retry_now,1,7079.84
3700.67,card_declined,wallet,0.902,218,19,2,2,1.0,13.49,0,1.72,23,1,1,1.0,request_alternative_payment,1,3700.67
4492.37,insufficient_funds,upi,0.857,947,13,4,4,1.0,3.79,2,1.06,18,0,0,0.0,request_alternative_payment,1,4492.37
1664.49,expired_card,card,0.954,318,20,0,0,0.0,4.44,2,7.84,2,2,2,1.0,retry_now,1,1664.49
4132.57,network_error,card,0.728,291,23,7,5,0.7142857142857143,3.3,2,12.17,17,1,0,0.0,request_alternative_payment,1,4132.57
4040.34,expired_card,card,0.648,771,19,6,3,0.5,44.88,0,3.76,3,3,3,1.0,request_alternative_payment,1,4040.34
6020.52,network_error,upi,0.799,417,21,8,5,0.625,36.15,0,0.25,14,2,2,1.0,retry_later,1,6020.52
3206.49,insufficient_funds,card,0.849,345,20,3,3,1.0,16.04,4,2.57,2,1,1,1.0,request_card_update,1,3206.49
7291.2,card_declined,card,0.836,171,14,1,1,1.0,90.72,2,2.6,10,3,3,1.0,request_card_update,0,0.0
11241.48,card_declined,wallet,0.59,268,15,5,3,0.6,15.84,0,2.6,7,2,2,1.0,request_alternative_payment,1,11241.48
5662.02,insufficient_funds,wallet,0.707,272,17,4,3,0.75,36.71,0,3.26,10,2,2,1.0,request_card_update,1,5662.02
6624.95,card_declined,card,0.867,653,24,1,1,1.0,32.41,3,0.25,10,3,2,0.6666666666666666,retry_later,1,6624.95
5217.21,insufficient_funds,wallet,0.933,365,21,0,0,0.0,17.34,2,34.48,9,0,0,0.0,request_card_update,1,5217.21
5000.34,insufficient_funds,netbanking,0.793,457,14,6,5,0.8333333333333334,73.21,1,3.12,9,1,0,0.0,retry_now,0,0.0
2807.21,network_error,card,0.937,417,16,1,1,1.0,64.31,1,26.22,11,1,1,1.0,retry_later,1,2807.21
6440.67,insufficient_funds,wallet,0.877,378,26,3,3,1.0,1.32,3,72.89,17,1,1,1.0,retry_later,1,6440.67
4625.61,card_declined,wallet,0.884,123,23,1,1,1.0,67.16,1,34.51,17,0,0,0.0,retry_now,0,0.0
26681.56,network_error,upi,0.759,273,13,5,4,0.8,12.58,4,2.93,22,1,1,1.0,request_alternative_payment,1,26681.56
17603.92,card_declined,netbanking,0.758,585,15,1,0,0.0,16.06,2,4.32,12,3,3,1.0,retry_later,1,17603.92
6808.11,insufficient_funds,card,0.781,462,21,8,7,0.875,20.91,2,14.25,19,1,1,1.0,request_alternative_payment,1,6808.11
2715.54,card_declined,upi,0.861,277,13,2,2,1.0,17.72,0,12.2,3,1,1,1.0,request_alternative_payment,1,2715.54
2053.42,network_error,upi,0.629,615,15,4,2,0.5,24.71,0,15.56,18,4,3,0.75,request_alternative_payment,1,2053.42
12966.28,expired_card,upi,0.741,225,18,3,2,0.6666666666666666,40.87,0,2.05,13,0,0,0.0,request_alternative_payment,0,0.0
6169.62,insufficient_funds,card,0.797,403,22,4,3,0.75,13.35,0,5.31,14,0,0,0.0,retry_later,1,6169.62
7341.57,insufficient_funds,upi,0.781,155,20,3,2,0.6666666666666666,31.93,0,5.15,12,0,0,0.0,retry_later,1,7341.57
1238.34,card_declined,netbanking,0.857,383,17,1,1,1.0,16.76,0,2.55,17,3,2,0.6666666666666666,retry_later,1,1238.34
10500.14,insufficient_funds,netbanking,0.79,664,26,1,1,1.0,2.51,3,7.75,9,0,0,0.0,request_alternative_payment,1,10500.14
7192.04,network_error,card,0.881,232,17,1,1,1.0,13.3,2,4.12,17,1,1,1.0,retry_later,1,7192.04
2056.68,network_error,card,0.95,147,21,0,0,0.0,30.45,1,27.86,8,0,0,0.0,request_alternative_payment,1,2056.68
3428.83,network_error,card,0.681,560,23,6,4,0.6666666666666666,0.5,0,10.96,1,0,0,0.0,request_alternative_payment,1,3428.83
6174.4,expired_card,upi,0.838,608,23,3,3,1.0,23.69,0,15.76,17,2,1,0.5,request_card_update,1,6174.4
5214.33,card_declined,card,0.845,1193,18,1,0,0.0,52.98,0,3.52,23,0,0,0.0,request_card_update,0,0.0
3957.85,expired_card,wallet,0.654,71,18,5,4,0.8,13.19,2,1.39,3,1,1,1.0,request_alternative_payment,1,3957.85
4602.72,card_declined,upi,0.858,1500,19,3,3,1.0,8.92,0,17.66,15,0,0,0.0,request_card_update,1,4602.72
4087.18,insufficient_funds,card,0.813,208,13,7,6,0.8571428571428571,33.28,1,3.92,19,0,0,0.0,retry_later,1,4087.18
5649.05,network_error,upi,0.817,804,15,3,2,0.6666666666666666,38.17,2,13.26,9,1,1,1.0,retry_later,1,5649.05
16226.27,network_error,card,0.901,784,11,2,2,1.0,78.92,0,44.99,15,3,3,1.0,retry_later,1,16226.27
641.54,expired_card,card,0.831,620,14,2,2,1.0,7.81,1,12.92,2,0,0,0.0,request_card_update,0,0.0
4136.95,insufficient_funds,card,0.896,692,20,2,2,1.0,54.81,0,0.49,14,4,4,1.0,request_card_update,1,4136.95
5758.33,insufficient_funds,upi,0.572,276,10,4,1,0.25,41.75,1,2.43,22,0,0,0.0,retry_later,1,5758.33
6335.91,network_error,netbanking,0.737,656,19,2,2,1.0,10.15,2,16.72,16,1,1,1.0,request_alternative_payment,1,6335.91
3713.25,insufficient_funds,card,0.499,425,26,15,8,0.5333333333333333,8.64,0,65.18,1,1,0,0.0,retry_now,0,0.0
1226.37,card_declined,netbanking,0.887,161,16,4,3,0.75,51.98,3,4.02,22,2,0,0.0,request_alternative_payment,0,0.0
6500.21,card_declined,card,0.911,394,16,0,0,0.0,83.84,0,58.19,18,3,3,1.0,request_card_update,1,6500.21
19911.91,insufficient_funds,card,0.891,477,13,0,0,0.0,4.01,0,11.29,13,1,1,1.0,request_alternative_payment,1,19911.91
1465.72,insufficient_funds,upi,0.863,588,24,1,1,1.0,94.27,2,26.11,9,1,1,1.0,retry_now,1,1465.72
9979.17,network_error,netbanking,0.901,289,21,0,0,0.0,57.65,4,13.75,22,1,0,0.0,request_alternative_payment,0,0.0
3844.4,insufficient_funds,wallet,0.843,518,9,3,3,1.0,32.16,1,6.3,16,2,2,1.0,request_alternative_payment,1,3844.4
4760.62,network_error,upi,0.738,687,21,6,3,0.5,6.43,3,1.98,11,1,1,1.0,retry_later,1,4760.62
2153.55,network_error,upi,0.809,832,19,2,1,0.5,13.34,1,0.25,15,1,0,0.0,retry_later,1,2153.55
3826.2,card_declined,card,0.786,574,15,3,3,1.0,9.1,1,0.25,11,0,0,0.0,retry_now,1,3826.2
14146.59,card_declined,card,0.774,312,21,2,1,0.5,26.15,4,19.16,6,1,0,0.0,request_card_update,0,0.0
7969.02,insufficient_funds,wallet,0.706,417,26,5,4,0.8,11.28,2,17.9,7,1,1,1.0,retry_now,1,7969.02
19991.1,network_error,upi,0.6,494,16,5,3,0.6,13.23,0,10.0,23,1,0,0.0,request_alternative_payment,1,19991.1
12824.63,insufficient_funds,card,0.647,573,15,6,5,0.8333333333333334,18.2,0,22.83,16,1,1,1.0,request_alternative_payment,1,12824.63
7104.35,insufficient_funds,card,0.821,803,18,7,6,0.8571428571428571,23.73,0,13.71,2,0,0,0.0,retry_now,0,0.0
20177.85,expired_card,card,0.68,679,24,4,2,0.5,33.92,0,11.46,7,0,0,0.0,retry_later,1,20177.85
7103.82,insufficient_funds,netbanking,0.921,605,21,1,1,1.0,13.93,2,13.15,1,2,2,1.0,retry_later,1,7103.82
9697.12,insufficient_funds,card,0.807,146,22,4,3,0.75,16.25,1,29.75,16,1,1,1.0,request_card_update,1,9697.12
3943.94,expired_card,wallet,0.723,476,14,3,2,0.6666666666666666,60.89,0,3.36,20,0,0,0.0,retry_later,1,3943.94
5273.4,insufficient_funds,upi,0.541,232,19,7,5,0.7142857142857143,29.35,1,27.21,23,0,0,0.0,retry_later,1,5273.4
2861.94,insufficient_funds,netbanking,0.921,681,20,3,3,1.0,3.55,0,12.19,12,2,2,1.0,request_alternative_payment,1,2861.94
11035.36,card_declined,card,0.931,438,18,2,2,1.0,44.64,0,10.06,16,1,1,1.0,request_card_update,1,11035.36
1947.98,network_error,card,0.816,774,21,6,4,0.6666666666666666,15.82,0,49.48,10,0,0,0.0,retry_later,1,1947.98
9349.46,expired_card,card,0.955,306,16,0,0,0.0,26.04,1,12.32,16,1,1,1.0,retry_later,1,9349.46
4292.7,network_error,card,0.855,227,22,2,2,1.0,16.51,0,19.85,7,0,0,0.0,request_card_update,1,4292.7
12761.54,expired_card,wallet,0.981,438,20,0,0,0.0,2.95,0,53.53,10,3,3,1.0,request_card_update,1,12761.54
9116.93,insufficient_funds,netbanking,0.489,291,11,4,0,0.0,12.21,0,17.3,1,1,0,0.0,retry_later,0,0.0
21454.94,card_declined,card,0.95,560,17,3,3,1.0,33.61,3,9.94,9,0,0,0.0,request_card_update,1,21454.94
8971.54,insufficient_funds,upi,0.817,440,22,2,2,1.0,64.47,0,39.49,1,5,5,1.0,request_card_update,1,8971.54
1421.63,expired_card,upi,0.892,324,16,1,1,1.0,8.57,2,17.54,20,2,2,1.0,retry_now,1,1421.63
4739.23,expired_card,upi,0.909,590,25,3,3,1.0,53.4,2,19.78,1,1,1,1.0,request_card_update,1,4739.23
1957.82,insufficient_funds,card,0.816,306,19,3,2,0.6666666666666666,1.33,0,6.55,10,1,1,1.0,request_card_update,1,1957.82
3302.94,network_error,card,0.896,599,21,2,2,1.0,1.84,0,12.79,1,1,1,1.0,retry_now,1,3302.94
16750.38,card_declined,card,0.882,277,17,1,0,0.0,9.76,3,11.2,2,3,3,1.0,request_alternative_payment,0,0.0
8326.68,insufficient_funds,wallet,0.729,264,18,6,6,1.0,24.15,2,4.9,4,2,2,1.0,request_alternative_payment,0,0.0
2858.49,card_declined,card,0.891,99,22,1,1,1.0,0.5,0,19.91,11,1,1,1.0,request_card_update,0,0.0
2222.13,expired_card,upi,0.769,423,9,3,1,0.3333333333333333,27.46,1,3.21,2,0,0,0.0,request_card_update,0,0.0
5132.86,insufficient_funds,wallet,0.862,319,13,1,1,1.0,7.91,0,58.7,2,0,0,0.0,request_card_update,1,5132.86
1889.27,insufficient_funds,card,0.939,410,22,1,1,1.0,8.39,3,72.29,5,2,2,1.0,retry_later,1,1889.27
2922.75,expired_card,card,0.979,786,13,1,1,1.0,2.41,4,45.7,4,3,3,1.0,request_alternative_payment,1,2922.75
6417.61,card_declined,card,0.803,201,17,2,2,1.0,79.36,1,12.32,4,0,0,0.0,request_alternative_payment,1,6417.61
12599.88,card_declined,upi,0.663,258,17,7,6,0.8571428571428571,47.26,0,6.48,20,1,0,0.0,retry_later,0,0.0
8137.21,network_error,upi,0.848,258,18,0,0,0.0,23.53,4,51.29,13,0,0,0.0,request_card_update,1,8137.21
799.64,card_declined,card,0.947,242,20,3,3,1.0,53.65,0,41.78,3,1,1,1.0,request_alternative_payment,1,799.64
6378.49,insufficient_funds,card,0.57,182,22,12,6,0.5,23.09,1,12.11,5,1,0,0.0,retry_now,1,6378.49
5296.6,insufficient_funds,upi,0.654,369,28,8,7,0.875,15.78,2,19.83,16,1,1,1.0,retry_now,1,5296.6
6962.58,network_error,upi,0.686,208,24,8,7,0.875,12.66,1,16.32,11,1,0,0.0,request_card_update,1,6962.58
18217.92,card_declined,card,0.959,793,15,0,0,0.0,19.4,0,4.79,20,2,2,1.0,retry_later,1,18217.92
959.68,network_error,netbanking,0.812,553,23,3,3,1.0,5.48,3,40.66,2,2,2,1.0,retry_later,1,959.68
3116.02,expired_card,card,0.801,679,11,3,3,1.0,77.06,0,6.2,1,0,0,0.0,retry_later,1,3116.02
8021.8,insufficient_funds,card,0.487,174,12,6,4,0.6666666666666666,58.6,0,5.94,6,1,1,1.0,retry_later,0,0.0
1410.81,expired_card,card,0.696,279,22,6,6,1.0,7.88,0,17.31,4,1,1,1.0,request_alternative_payment,1,1410.81
16284.23,network_error,upi,0.966,434,21,0,0,0.0,17.14,1,27.06,15,1,1,1.0,request_alternative_payment,1,16284.23
6713.52,expired_card,upi,0.782,297,15,3,2,0.6666666666666666,3.25,0,19.12,9,1,1,1.0,request_card_update,1,6713.52
9842.45,insufficient_funds,upi,0.738,236,13,5,4,0.8,98.26,1,20.83,3,2,1,0.5,retry_now,1,9842.45
3166.68,insufficient_funds,card,0.858,426,19,2,2,1.0,1.73,2,7.2,0,0,0,0.0,request_card_update,1,3166.68
9587.39,network_error,card,0.765,246,12,2,2,1.0,4.87,4,15.76,11,3,2,0.6666666666666666,request_card_update,1,9587.39
11754.25,expired_card,card,0.812,148,21,2,2,1.0,50.28,2,7.52,10,1,1,1.0,request_alternative_payment,1,11754.25
6023.93,expired_card,card,0.714,409,26,5,4,0.8,6.78,0,6.54,15,1,1,1.0,request_card_update,1,6023.93
6031.28,card_declined,upi,0.764,204,12,1,1,1.0,24.77,2,13.51,17,2,2,1.0,retry_now,0,0.0
6207.22,card_declined,upi,0.734,1218,16,2,2,1.0,27.7,4,0.43,10,1,0,0.0,retry_later,0,0.0
2506.19,insufficient_funds,card,0.975,713,16,0,0,0.0,18.04,3,5.08,7,2,2,1.0,request_alternative_payment,0,0.0
4443.38,network_error,card,0.902,503,29,5,5,1.0,13.22,0,69.6,23,0,0,0.0,request_card_update,1,4443.38
4425.66,network_error,card,0.22,493,23,15,5,0.3333333333333333,0.5,4,77.06,13,2,0,0.0,request_card_update,0,0.0
6794.77,network_error,upi,0.936,806,13,0,0,0.0,44.87,2,22.9,3,1,1,1.0,request_alternative_payment,1,6794.77
11126.14,insufficient_funds,card,0.799,611,13,4,3,0.75,10.86,1,2.32,8,1,1,1.0,request_card_update,1,11126.14
2143.86,expired_card,upi,0.676,980,20,5,4,0.8,16.61,1,4.94,8,0,0,0.0,request_alternative_payment,1,2143.86
4524.15,insufficient_funds,card,0.67,614,17,4,1,0.25,113.25,3,12.66,0,0,0,0.0,retry_now,0,0.0
16356.12,card_declined,card,0.782,285,20,5,3,0.6,9.49,0,11.44,9,0,0,0.0,retry_later,1,16356.12
2758.17,card_declined,card,0.899,63,21,4,4,1.0,39.26,0,2.28,6,1,1,1.0,retry_later,1,2758.17
2589.95,card_declined,card,0.759,908,24,8,6,0.75,8.93,2,13.08,10,4,1,0.25,retry_now,0,0.0
5878.39,network_error,netbanking,0.682,366,21,7,3,0.42857142857142855,7.68,1,1.01,13,1,1,1.0,request_card_update,1,5878.39
9825.16,card_declined,card,0.665,725,22,9,4,0.4444444444444444,15.96,2,6.33,2,0,0,0.0,request_card_update,1,9825.16
5045.91,insufficient_funds,card,0.552,821,12,6,4,0.6666666666666666,20.24,1,5.7,16,0,0,0.0,request_alternative_payment,1,5045.91
14477.65,insufficient_funds,card,0.881,537,18,2,2,1.0,0.56,2,18.64,15,0,0,0.0,retry_later,1,14477.65
9923.18,card_declined,card,0.68,398,11,4,3,0.75,21.22,2,15.28,2,0,0,0.0,request_alternative_payment,1,9923.18
9805.01,network_error,wallet,0.558,688,32,12,7,0.5833333333333334,7.31,0,4.4,20,0,0,0.0,retry_now,1,9805.01
7789.15,card_declined,wallet,0.682,136,30,12,8,0.6666666666666666,50.47,0,27.22,3,1,1,1.0,request_alternative_payment,1,7789.15
32186.93,card_declined,card,0.623,269,17,7,5,0.7142857142857143,52.24,0,9.64,23,1,1,1.0,request_alternative_payment,1,32186.93
4243.16,insufficient_funds,card,0.882,726,18,3,3,1.0,20.69,1,4.21,5,2,2,1.0,request_card_update,1,4243.16
1006.64,network_error,upi,0.63,685,23,8,7,0.875,8.28,0,6.26,13,1,0,0.0,request_card_update,1,1006.64
18044.51,card_declined,upi,0.711,422,17,3,3,1.0,28.61,0,1.31,12,1,0,0.0,retry_now,1,18044.51
3466.96,card_declined,upi,0.917,723,13,0,0,0.0,20.57,1,39.82,3,1,1,1.0,request_card_update,0,0.0
5450.69,card_declined,card,0.771,254,20,5,3,0.6,42.3,2,35.71,22,1,0,0.0,retry_later,0,0.0
14254.58,insufficient_funds,card,0.673,597,13,5,3,0.6,1.8,0,0.25,2,0,0,0.0,request_card_update,1,14254.58
1387.68,insufficient_funds,card,0.786,151,20,6,4,0.6666666666666666,11.2,1,15.6,17,2,2,1.0,request_card_update,1,1387.68
1836.97,insufficient_funds,card,0.664,643,13,6,6,1.0,42.89,2,6.22,9,0,0,0.0,retry_now,1,1836.97
1388.77,network_error,upi,0.905,826,22,2,2,1.0,50.01,0,9.41,15,0,0,0.0,retry_later,1,1388.77
2648.86,insufficient_funds,netbanking,0.73,810,15,2,2,1.0,16.42,1,58.88,2,1,1,1.0,retry_now,1,2648.86
7107.48,insufficient_funds,card,0.744,247,26,6,4,0.6666666666666666,17.34,0,19.0,12,1,0,0.0,request_alternative_payment,1,7107.48
7604.87,expired_card,netbanking,0.713,869,19,6,4,0.6666666666666666,33.24,2,30.28,8,2,2,1.0,retry_now,0,0.0
6236.74,card_declined,card,0.898,397,22,1,1,1.0,6.38,1,3.33,8,2,2,1.0,retry_now,1,6236.74
1614.82,card_declined,card,0.766,215,10,0,0,0.0,0.87,1,21.88,23,1,0,0.0,request_card_update,1,1614.82
787.69,card_declined,upi,0.622,417,25,11,5,0.45454545454545453,22.84,1,4.18,16,2,2,1.0,request_alternative_payment,1,787.69
5222.21,insufficient_funds,card,0.78,695,14,4,4,1.0,19.29,0,4.72,9,0,0,0.0,request_card_update,1,5222.21
3428.14,insufficient_funds,wallet,0.514,961,9,6,1,0.16666666666666666,96.44,2,30.59,2,1,1,1.0,request_alternative_payment,0,0.0
7220.66,expired_card,wallet,0.796,588,13,3,3,1.0,11.05,0,34.94,6,0,0,0.0,request_alternative_payment,1,7220.66
8767.05,card_declined,card,0.92,961,16,0,0,0.0,1.9,0,46.94,7,0,0,0.0,retry_later,0,0.0
5584.7,network_error,card,0.807,575,16,3,2,0.6666666666666666,25.49,0,7.83,9,0,0,0.0,request_card_update,1,5584.7
9184.75,expired_card,card,0.694,209,17,2,2,1.0,34.03,0,26.46,8,1,1,1.0,request_alternative_payment,1,9184.75
6006.29,insufficient_funds,wallet,0.917,496,18,3,3,1.0,20.17,1,51.4,13,0,0,0.0,request_alternative_payment,1,6006.29
7640.7,network_error,card,0.963,522,12,0,0,0.0,12.77,2,6.13,13,1,1,1.0,request_alternative_payment,0,0.0
2845.39,insufficient_funds,netbanking,0.891,437,13,3,3,1.0,2.5,0,26.74,6,2,2,1.0,retry_later,1,2845.39
4330.78,card_declined,card,0.769,342,20,3,0,0.0,3.3,0,26.08,17,0,0,0.0,request_alternative_payment,1,4330.78
5852.44,network_error,upi,0.924,1131,20,0,0,0.0,6.52,2,17.83,12,2,2,1.0,retry_now,1,5852.44
9639.42,insufficient_funds,card,0.748,246,22,6,3,0.5,2.74,0,12.17,1,1,1,1.0,retry_later,1,9639.42
3648.97,expired_card,netbanking,0.863,92,12,1,1,1.0,7.95,0,7.04,23,0,0,0.0,retry_now,0,0.0
7586.51,card_declined,upi,0.741,512,12,1,0,0.0,28.22,2,7.47,22,0,0,0.0,request_alternative_payment,0,0.0
4042.11,card_declined,card,0.964,583,23,1,0,0.0,36.37,1,22.58,6,3,3,1.0,retry_now,0,0.0
4551.26,insufficient_funds,card,0.852,348,19,4,3,0.75,72.39,0,27.61,16,2,2,1.0,request_card_update,1,4551.26
9709.0,card_declined,upi,0.769,277,22,4,4,1.0,39.7,2,3.32,9,0,0,0.0,request_alternative_payment,1,9709.0
1015.1,card_declined,upi,0.675,904,20,12,9,0.75,10.5,0,31.32,8,0,0,0.0,retry_now,1,1015.1
1772.27,insufficient_funds,netbanking,0.964,382,19,2,2,1.0,4.57,0,25.15,10,3,3,1.0,request_card_update,1,1772.27
1527.59,card_declined,card,0.863,313,23,1,1,1.0,76.72,1,20.83,21,1,0,0.0,retry_later,0,0.0
773.02,insufficient_funds,wallet,0.857,204,12,1,1,1.0,13.92,0,15.6,19,0,0,0.0,request_alternative_payment,1,773.02
2906.14,expired_card,card,0.848,367,31,8,7,0.875,2.61,1,0.54,0,2,1,0.5,retry_now,1,2906.14
9106.47,insufficient_funds,netbanking,0.899,1118,16,1,1,1.0,15.88,4,27.23,12,1,1,1.0,request_alternative_payment,1,9106.47
3980.99,card_declined,wallet,0.726,332,13,3,2,0.6666666666666666,44.59,3,23.4,2,0,0,0.0,request_card_update,0,0.0
5857.19,network_error,upi,0.818,202,16,2,2,1.0,41.82,1,8.57,21,1,1,1.0,retry_now,0,0.0
11950.96,network_error,wallet,0.918,626,19,2,2,1.0,1.34,0,11.23,13,0,0,0.0,retry_later,1,11950.96
14462.9,expired_card,card,0.564,577,13,4,4,1.0,77.97,2,9.09,18,0,0,0.0,request_card_update,0,0.0
4730.96,expired_card,upi,0.618,523,17,5,3,0.6,39.12,1,24.57,7,2,2,1.0,retry_now,0,0.0
14765.7,insufficient_funds,card,0.88,452,17,1,1,1.0,26.04,1,16.22,15,1,1,1.0,retry_now,1,14765.7
5382.43,card_declined,card,0.773,404,19,6,6,1.0,32.41,1,29.46,5,2,2,1.0,retry_now,1,5382.43
2558.75,network_error,upi,0.779,513,15,7,6,0.8571428571428571,7.51,3,12.85,0,0,0,0.0,request_alternative_payment,1,2558.75
3107.81,insufficient_funds,netbanking,0.661,587,19,8,7,0.875,57.46,0,43.1,1,0,0,0.0,retry_now,1,3107.81
1529.6,network_error,wallet,0.836,704,19,4,3,0.75,2.86,0,5.53,11,2,2,1.0,request_card_update,1,1529.6
2456.97,insufficient_funds,upi,0.742,902,22,6,3,0.5,3.6,2,5.79,1,1,1,1.0,request_alternative_payment,1,2456.97
3754.76,expired_card,netbanking,0.837,445,13,2,2,1.0,50.31,4,31.67,20,1,0,0.0,request_card_update,0,0.0
9509.64,network_error,netbanking,0.964,619,20,1,1,1.0,5.04,0,2.9,22,0,0,0.0,retry_now,1,9509.64
